filename,project,year,season,state,operator_affiliation,agent,apparatus,purpose,target_area,control_area,start_date,end_date,state_title,season_normalized,purpose_tokens,purpose_combo_normalized,agent_tokens,agent_combo_normalized,apparatus_tokens,apparatus_combo_normalized,start_date_inferred,end_date_inferred,duration_days_inferred,date_anomaly_flag
Central Colorado Program_08-1406_11.01.2007-03.31.2008.pdf,central colorado program,2008,winter,colorado,western weather consultants llc,"silver iodide, sodium iodide",ground,"augment snowpack, increase precipitation",vail and beaver creek ski resorts,,11/1/07,3/31/08,Colorado,winter,"['augment snowpack', 'increase precipitation']",augment snowpack | increase precipitation,"['silver iodide', 'sodium iodide']",silver iodide | sodium iodide,['ground'],ground,2007-11-01,2008-03-31,152.0,False
Central Colorado Program_09-1451_11.01.2008-03.31.2009.pdf,central colorado program,2009,winter,colorado,western weather consultants llc,"silver iodide, sodium iodide",ground,"augment snowpack, increase precipitation","vail and beaver creek ski areas, colorado","flat tops mountains, colorado",11/1/08,3/31/09,Colorado,winter,"['augment snowpack', 'increase precipitation']",augment snowpack | increase precipitation,"['silver iodide', 'sodium iodide']",silver iodide | sodium iodide,['ground'],ground,2008-11-01,2009-03-31,151.0,False
Central Colorado Program_10-1476_11.01.2009-03.31.2010.pdf,central colorado program,2010,winter,colorado,western weather consultants llc,"silver iodide, sodium iodide",ground,"augment snowpack, increase precipitation",vail and beaver creek ski areas,central colorado,11/1/09,3/31/10,Colorado,winter,"['augment snowpack', 'increase precipitation']",augment snowpack | increase precipitation,"['silver iodide', 'sodium iodide']",silver iodide | sodium iodide,['ground'],ground,2009-11-01,2010-03-31,151.0,False
Central Colorado Program_11-1511_11.09.2010-02.07.2011.pdf,central colorado program,2011,winter,colorado,western weather consultants llc,"silver iodide, sodium iodide",ground,augment snowpack,vail and beaver creek ski areas,flat tops mountains of colorado,11/9/10,2/7/11,Colorado,winter,['augment snowpack'],augment snowpack,"['silver iodide', 'sodium iodide']",silver iodide | sodium iodide,['ground'],ground,2010-11-09,2011-02-07,91.0,False
Central Colorado Program_11-1539_11.01.2011-03.31.2012.pdf,central colorado program,2012,winter,colorado,western weather consultants llc,"silver iodide, sodium iodide",ground,"augment snowpack, increase precipitation",vail and beaver creek ski areas,mountains of colorado,11/1/11,3/31/12,Colorado,winter,"['augment snowpack', 'increase precipitation']",augment snowpack | increase precipitation,"['silver iodide', 'sodium iodide']",silver iodide | sodium iodide,['ground'],ground,2011-11-01,2012-03-31,152.0,False
Central Colorado Program_12-1573_11.01.2012-03.31.2013.pdf,central colorado program,2013,winter,colorado,western weather consultants llc,"silver iodide, sodium iodide",ground,"augment snowpack, increase precipitation",vail and beaver creek ski areas,flat top mountains of colorado,11/1/12,3/31/13,Colorado,winter,"['augment snowpack', 'increase precipitation']",augment snowpack | increase precipitation,"['silver iodide', 'sodium iodide']",silver iodide | sodium iodide,['ground'],ground,2012-11-01,2013-03-31,151.0,False
Central Colorado Program_13-1593_11.01.2013-03.31.2014.pdf,central colorado program,2014,winter,colorado,western weather consultants llc,"silver iodide, sodium iodide",ground,"augment snowpack, increase precipitation",vail and beaver creek ski areas,flat top mountains of colorado,11/1/13,3/31/14,Colorado,winter,"['augment snowpack', 'increase precipitation']",augment snowpack | increase precipitation,"['silver iodide', 'sodium iodide']",silver iodide | sodium iodide,['ground'],ground,2013-11-01,2014-03-31,151.0,False
Central Colorado Program_14-1629_11.01.2014-03.31.2015.pdf,central colorado program,2015,winter,colorado,western weather consultants llc,"silver iodide, sodium iodide",ground,"augment snowpack, increase precipitation","vail and beaver creek ski areas, colorado",flat top mountains of colorado,11/1/14,3/31/15,Colorado,winter,"['augment snowpack', 'increase precipitation']",augment snowpack | increase precipitation,"['silver iodide', 'sodium iodide']",silver iodide | sodium iodide,['ground'],ground,2014-11-01,2015-03-31,151.0,False
Central Colorado Program_15-1673_11.01.2015-03.31.2016.pdf,central colorado program,2016,winter,colorado,western weather consultants llc,"silver iodide, sodium iodide",ground,"augment snowpack, increase precipitation",vail and beaver creek ski areas,flat top mountains,11/1/15,3/31/16,Colorado,winter,"['augment snowpack', 'increase precipitation']",augment snowpack | increase precipitation,"['silver iodide', 'sodium iodide']",silver iodide | sodium iodide,['ground'],ground,2015-11-01,2016-03-31,152.0,False
Central Colorado Program_16-1699_11.01.2016-03.31.2017.pdf,central colorado program,2017,winter,colorado,western weather consultants llc,"silver iodide, sodium iodide",ground,"augment snowpack, increase precipitation","vail and beaver creek ski areas, colorado","flat top mountains, colorado",11/1/16,3/31/17,Colorado,winter,"['augment snowpack', 'increase precipitation']",augment snowpack | increase precipitation,"['silver iodide', 'sodium iodide']",silver iodide | sodium iodide,['ground'],ground,2016-11-01,2017-03-31,151.0,False
Central Colorado Program_17-1721_11.01.2017-03.31.2018.pdf,central colorado program,2018,winter,colorado,western weather consultants llc,"silver iodide, sodium iodide",ground,"augment snowpack, increase precipitation","vail and beaver creek ski areas, central colorado",flattops area of colorado,11/1/17,3/31/18,Colorado,winter,"['augment snowpack', 'increase precipitation']",augment snowpack | increase precipitation,"['silver iodide', 'sodium iodide']",silver iodide | sodium iodide,['ground'],ground,2017-11-01,2018-03-31,151.0,False
Central Southern Utah_05-1262_11.15.2004-04.15.2005.pdf,central and southern utah,2005,winter,utah,north american weather consultants,silver iodide,ground,augment snowpack,central and southern utah,,11/15/04,4/15/05,Utah,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2004-11-15,2005-04-15,152.0,False
Clark County Idaho_00-1045_12.20.1999-04.30.2000.pdf,clark county cloud seeding program,2000,winter,idaho,clark county,"silver iodide, ammonium iodide",ground,augment snowpack,"clark county, idaho",,12/20/99,4/30/00,Idaho,winter,['augment snowpack'],augment snowpack,"['silver iodide', 'ammonium iodide']",silver iodide | ammonium iodide,['ground'],ground,1999-12-20,2000-04-30,133.0,False
Clark County Idaho_15-1653_11.01.2015-04.30.2016.pdf,clark county cloud seeding program,2016,winter,idaho,clark county,silver iodide,"ground, airborne",augment snowpack,"clark county, idaho",,11/1/15,4/30/16,Idaho,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,"['ground', 'airborne']",ground | airborne,2015-11-01,2016-04-30,182.0,False
"Clark County, Iadaho_16-1691_11.01.2016-05.15.2017.pdf",clark county idaho cloud seeding program,2017,winter,idaho,clark county,silver iodide,"ground, airborne",augment snowpack,eastern idaho,,11/1/16,5/15/17,Idaho,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,"['ground', 'airborne']",ground | airborne,2016-11-01,2017-05-15,196.0,False
"Clark County, Idaho_11-1535_11.01.2011-04.30.2012.pdf","clark county, idaho",2012,winter,idaho,clark county,"silver iodide, ammonium iodide, ammonium perchlorate, sodium perchlorate, acetone",ground,augment snowpack,eastern idaho counties,,11/1/11,4/30/12,Idaho,winter,['augment snowpack'],augment snowpack,"['silver iodide', 'ammonium iodide', 'ammonium perchlorate', 'sodium perchlorate', 'acetone']",silver iodide | ammonium iodide | ammonium perchlorate | sodium perchlorate | acetone,['ground'],ground,2011-11-01,2012-04-30,182.0,False
"Clark County, Idaho_12-1567_11.01.2012-04.30.2013.pdf",clark county idaho,2013,winter,idaho,clark county,"silver iodide, ammonium iodide, ammonium perchlorate, sodium precipitate, acetone",ground,augment snowpack,eastern idaho counties,,11/1/12,4/30/13,Idaho,winter,['augment snowpack'],augment snowpack,"['silver iodide', 'ammonium iodide', 'ammonium perchlorate', 'sodium precipitate', 'acetone']",silver iodide | ammonium iodide | ammonium perchlorate | sodium precipitate | acetone,['ground'],ground,2012-11-01,2013-04-30,181.0,False
"Clark County, Idaho_13-1595_11.01.2013-04.30.2014.pdf",clark county cloud seeding program,2014,winter,idaho,clark county,"silver iodide, ammonium, sodium perchlorate, acetone",ground,augment snowpack,eastern idaho counties,,11/1/13,4/30/14,Idaho,winter,['augment snowpack'],augment snowpack,"['silver iodide', 'ammonium', 'sodium perchlorate', 'acetone']",silver iodide | ammonium | sodium perchlorate | acetone,['ground'],ground,2013-11-01,2014-04-30,181.0,False
"Clark County, Idaho_14-1625_11.01.2014-04.30.2015.pdf",clark county cloud seeding program,2015,"winter, spring",idaho,clark county,"silver iodide, ammonium iodide, ammonium sodium perchlorate, acetone",ground,augment snowpack,"eastern idaho, western wyoming",,11/1/14,4/30/15,Idaho,"winter, spring",['augment snowpack'],augment snowpack,"['silver iodide', 'ammonium iodide', 'ammonium sodium perchlorate', 'acetone']",silver iodide | ammonium iodide | ammonium sodium perchlorate | acetone,['ground'],ground,2014-11-01,2015-04-30,181.0,False
Colorado River Municipal Water District Modification Weather Program_05-1286_04.01.2005-10.31.2005.pdf,colorado river municipal water district weather modification program,2005,"spring, summer, fall",texas,colorado river municipal water district,silver iodide,airborne,increase precipitation,colorado river municipal water district area in west texas,,4/1/05,10/31/05,Texas,"spring, summer, fall",['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,['airborne'],airborne,2005-04-01,2005-10-31,214.0,False
Colorado River Municipal Water District Weather Modification Program_06-1323_04.01.2006-10.31.2006.pdf,colorado river municipal water district weather modification program,2006,"spring, summer, fall",texas,colorado river municipal water district,silver iodide,airborne,increase precipitation,"colorado river municipal water district region, west texas",,4/1/06,10/31/06,Texas,"spring, summer, fall",['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,['airborne'],airborne,2006-04-01,2006-10-31,214.0,False
Colorado River Municipal Water District_00-1048_03.15.2000-10.30.2000.pdf,colorado river municipal water district rain augmentation project,2000,"spring, summer, fall",texas,colorado river municipal water district,silver iodide,airborne,increase precipitation,"3,500 sq mi area within the colorado river municipal water district, texas","adjacent 3, 500 sq mi area in texas",3/15/00,10/30/00,Texas,"spring, summer, fall",['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,['airborne'],airborne,2000-03-15,2000-10-30,230.0,False
District V Cloud Seeding Consortium_04-1225_10.01.2003-04.01.2003.pdf,district v cloud seeding consortium,2003,winter,idaho,district v cloud seeding consortium,silver iodide,ground,increase precipitation,southeastern idaho,,10/1/03,4/1/03,Idaho,winter,['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,['ground'],ground,2003-10-01,2003-04-01,-182.0,True
District V Cloudseeding Consortium_02-1124_11.01.2001-03.30.2002.pdf,district v cloudseeding consortium,2002,winter,idaho,atmospherics inc,silver iodide,ground,increase precipitation,southeastern idaho,,11/1/01,3/30/02,Idaho,winter,['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,['ground'],ground,2001-11-01,2002-03-30,150.0,False
Division V Cloudseeding Consortium_06-1313_11.01.2005-04.01.2006.pdf,division v cloudseeding consortium,2006,winter,idaho,franklin soil and water conservation,"silver iodide, sodium iodide",ground,increase precipitation,southeastern idaho,,11/1/05,4/1/06,Idaho,winter,['increase precipitation'],increase precipitation,"['silver iodide', 'sodium iodide']",silver iodide | sodium iodide,['ground'],ground,2005-11-01,2006-04-01,152.0,False
Division V Cloudseeding Consortium_07-1355_11.01.2006-04.01.2007.pdf,division v cloudseeding consortium,2007,winter,idaho,franklin soil and water conservation,"silver iodide, sodium iodide",ground,increase precipitation,southeastern idaho,,11/1/06,4/1/07,Idaho,winter,['increase precipitation'],increase precipitation,"['silver iodide', 'sodium iodide']",silver iodide | sodium iodide,['ground'],ground,2006-11-01,2007-04-01,152.0,False
Division V Cloudseeding Consortium_08-1399_11.01.2007-04.01.2008.pdf,division v cloudseeding consortium,2008,winter,idaho,franklin soil and water conservation,"silver iodide, sodium iodide",ground,increase precipitation,southeastern idaho,,11/1/07,4/1/08,Idaho,winter,['increase precipitation'],increase precipitation,"['silver iodide', 'sodium iodide']",silver iodide | sodium iodide,['ground'],ground,2007-11-01,2008-04-01,153.0,False
Division V Cloudseeding Consortium_11-1522_11.15.2010-04.01.2011.pdf,division v cloudseeding consortium,2011,winter,idaho,franklin soil and water conservation,"silver iodide, sodium iodide",ground,increase precipitation,southeastern idaho,,11/15/10,4/1/11,Idaho,winter,['increase precipitation'],increase precipitation,"['silver iodide', 'sodium iodide']",silver iodide | sodium iodide,['ground'],ground,2010-11-15,2011-04-01,138.0,False
Division V Cloudseeding Consortium_15-1676_12.01.2015-04.10.2015.pdf,division v cloudseeding consortium,2015,winter,idaho,franklin soil and water conservation,"silver iodide, sodium iodide",ground,increase precipitation,southeastern idaho,,12/1/15,4/10/15,Idaho,winter,['increase precipitation'],increase precipitation,"['silver iodide', 'sodium iodide']",silver iodide | sodium iodide,['ground'],ground,2015-12-01,2015-04-10,-234.0,True
DWD - Upper Ark Program_04-1215_11.01.2003-03.31.2004.pdf,dwd upper ark program,2004,winter,colorado,western weather consultants llc,"silver iodide, sodium iodide",ground,"augment snowpack, increase precipitation",eastern central continental divide mountain ranges,"northern colorado continental divide, sangre de christo mountains",11/1/03,3/31/04,Colorado,winter,"['augment snowpack', 'increase precipitation']",augment snowpack | increase precipitation,"['silver iodide', 'sodium iodide']",silver iodide | sodium iodide,['ground'],ground,2003-11-01,2004-03-31,152.0,False
